,AGREEMENT_END_DATE__C,CUSTOMER__C
7636,2009-07-31,0011B00001IwFrhQAF
7637,2008-03-31,0011B00001IwFrkQAF
7638,2015-01-31,0011B00001IwFrlQAF
7639,2013-02-28,0011B00001IwFrmQAF
7640,2006-12-31,0011B00001IwFrnQAF
7641,2017-03-31,0011B00001IwFroQAF
7642,2012-03-31,0011B00001IwFrpQAF
7643,2016-09-30,0011B00001IwFrqQAF
7646,2017-04-30,0011B00001IwFrwQAF
7654,2012-10-31,0011B00001IwFsCQAV
7655,2017-12-31,0011B00001IwFsDQAV
7658,2013-06-01,0011B00001IwFsHQAV
7661,2016-08-31,0011B00001IwFsQQAV
7664,2018-05-31,0011B00001IwFseQAF
7665,2016-09-30,0011B00001IwFsmQAF
7666,2018-04-30,0011B00001IwFsnQAF
7667,2018-06-30,0011B00001IwFsoQAF
7669,2017-08-31,0011B00001IwFsxQAF
7671,2017-04-30,0011B00001IwFt6QAF
7672,2015-02-28,0011B00001IwFt7QAF
7673,2018-06-30,0011B00001IwFtIQAV
7677,2015-04-01,0011B00001IwFu5QAF
7679,2016-10-31,0011B00001IwFuFQAV
7682,2018-05-31,0011B00001IwFuJQAV
7684,2016-03-01,0011B00001IwFubQAF
7686,2017-04-30,0011B00001IwFujQAF
7687,2014-09-10,0011B00001IwFukQAF
7690,2018-07-31,0011B00001IwFuvQAF
7693,2016-11-30,0011B00001IwFvDQAV
7695,2015-11-30,0011B00001IwFvGQAV
7696,2008-11-30,0011B00001IwFvHQAV
7697,2009-11-30,0011B00001IwFvIQAV
7701,2015-11-30,0011B00001IwFvOQAV
7702,2011-11-30,0011B00001IwFvQQAV
7703,2012-11-30,0011B00001IwFvRQAV
7706,2012-11-30,0011B00001IwFvVQAV
7707,2011-12-31,0011B00001IwFvWQAV
7710,2017-03-31,0011B00001IwFvZQAV
7711,2010-11-30,0011B00001IwFvaQAF
7714,2014-02-28,0011B00001IwFvdQAF
7715,2010-12-31,0011B00001IwFveQAF
7717,2010-08-31,0011B00001IwFvjQAF
7718,2006-11-30,0011B00001IwFvlQAF
7721,2008-01-31,0011B00001IwFvqQAF
7724,2016-12-31,0011B00001IwFvzQAF
7725,2010-11-30,0011B00001IwFw0QAF
7726,2012-10-01,0011B00001IwFw4QAF
7727,2011-06-30,0011B00001IwFwCQAV
7728,2010-12-31,0011B00001IwFwDQAV
7731,2015-03-31,0011B00001IwFwIQAV
7732,2018-02-28,0011B00001IwFwJQAV
7733,2009-02-28,0011B00001IwFwKQAV
7735,2015-02-28,0011B00001IwFwNQAV
7736,2008-02-29,0011B00001IwFwOQAV
7738,2017-03-31,0011B00001IwFwQQAV
7742,2016-11-30,0011B00001IwFwWQAV
7743,2014-02-28,0011B00001IwFwXQAV
7746,2012-11-01,0011B00001IwFwdQAF
7747,2012-12-31,0011B00001IwFweQAF
7748,2015-11-30,0011B00001IwFwfQAF
7750,2015-11-30,0011B00001IwFwjQAF
7752,2012-02-29,0011B00001IwFwoQAF
7753,2016-11-30,0011B00001IwFwpQAF
7756,2014-01-31,0011B00001IwFwsQAF
7757,2018-04-27,0011B00001IwFwtQAF
7758,2011-06-01,0011B00001IwFwvQAF
7759,2012-05-31,0011B00001IwFwwQAF
7760,2017-09-30,0011B00001IwFx0QAF
7762,2017-12-31,0011B00001IwFx9QAF
7764,2015-12-31,0011B00001IwFxCQAV
7765,2015-12-31,0011B00001IwFxDQAV
7767,2010-03-31,0011B00001IwFxIQAV
7768,2014-03-31,0011B00001IwFxKQAV
7770,2018-03-31,0011B00001IwFxNQAV
7771,2012-12-01,0011B00001IwFxOQAV
7774,2012-04-01,0011B00001IwFxTQAV
7775,2012-03-31,0011B00001IwFxUQAV
7776,2013-03-31,0011B00001IwFxVQAV
7780,2011-03-31,0011B00001IwFxeQAF
7783,2008-11-30,0011B00001IwFxkQAF
7785,2010-12-31,0011B00001IwFxvQAF
7787,2015-12-31,0011B00001IwFy7QAF
7788,2018-06-30,0011B00001IwFy8QAF
7789,2012-12-31,0011B00001IwFy9QAF
7790,2011-12-31,0011B00001IwFyCQAV
7791,2015-07-31,0011B00001IwFyEQAV
7792,2011-07-31,0011B00001IwFyFQAV
7793,2007-07-31,0011B00001IwFyGQAV
7794,2018-07-31,0011B00001IwFyHQAV
7795,2010-08-31,0011B00001IwFyKQAV
7796,2010-12-31,0011B00001IwFyLQAV
7798,2013-11-01,0011B00001IwFz2QAF
7799,2014-09-30,0011B00001IwFz4QAF
7802,2017-01-31,0011B00001IwFzAQAV
7807,2014-08-31,0011B00001IwFzLQAV
7809,2017-09-30,0011B00001IwFzOQAV
7810,2015-09-30,0011B00001IwFzSQAV
7811,2016-09-30,0011B00001IwFzUQAV
7815,2016-04-01,0011B00001IwFzpQAF
7818,2017-10-31,0011B00001IwG07QAF
7820,2015-02-26,0011B00001IwG0DQAV
7821,2012-12-16,0011B00001IwG0SQAV
7822,2013-06-01,0011B00001IwG0TQAV
7827,2014-08-08,0011B00001IwG0eQAF
7832,2018-07-31,0011B00001IwG0kQAF
7833,2017-05-31,0011B00001IwG0oQAF
7836,2018-07-31,0011B00001IwG0wQAF
7837,2016-06-30,0011B00001IwG0xQAF
7838,2013-08-01,0011B00001IwG18QAF
7839,2013-06-01,0011B00001IwG19QAF
7840,2013-07-01,0011B00001IwG1AQAV
7842,2013-06-11,0011B00001IwG1EQAV
7844,2013-07-01,0011B00001IwG1KQAV
7845,2018-06-30,0011B00001IwG1OQAV
7847,2015-03-01,0011B00001IwG8RQAV
7853,2013-07-31,0011B00001IwG8hQAF
7854,2013-06-30,0011B00001IwG8mQAF
7855,2016-11-30,0011B00001IwG8oQAF
7857,2017-09-30,0011B00001IwG8qQAF
7864,2010-08-01,0011B00001IwG97QAF
7867,2017-03-31,0011B00001IwG9EQAV
7869,2018-03-31,0011B00001IwG9cQAF
7870,2012-06-30,0011B00001IwG9eQAF
7871,2013-09-01,0011B00001IwG9gQAF
7872,2012-05-31,0011B00001IwG9iQAF
7873,2015-05-31,0011B00001IwG9jQAF
7877,2017-01-31,0011B00001IwG9pQAF
7878,2010-08-31,0011B00001IwG9qQAF
7879,2014-03-01,0011B00001IwGA7QAN
7881,2011-06-30,0011B00001IwGADQA3
7882,2016-07-31,0011B00001IwGAHQA3
7887,2018-02-28,0011B00001IwGAwQAN
7890,2018-07-31,0011B00001IwGB7QAN
7891,2017-05-31,0011B00001IwGB9QAN
7895,2015-07-31,0011B00001IwGIqQAN
7896,2016-03-31,0011B00001IwGJ8QAN
7897,2013-12-31,0011B00001IwGJWQA3
7898,2013-04-30,0011B00001IwGJdQAN
7900,2018-06-30,0011B00001IwGJnQAN
7903,2010-01-31,0011B00001IwGLUQA3
7904,2010-02-28,0011B00001IwGLVQA3
7905,2017-12-31,0011B00001IwGLWQA3
7906,2012-09-30,0011B00001IwGLeQAN
7907,2010-07-01,0011B00001IwGLmQAN
7908,2013-09-30,0011B00001IwGLzQAN
7909,2015-11-01,0011B00001IwGMaQAN
7910,2009-06-30,0011B00001IwGMcQAN
7912,2013-11-01,0011B00001IwGMhQAN
7914,2011-04-30,0011B00001IwGMmQAN
7915,2010-04-30,0011B00001IwGMnQAN
7916,2012-04-30,0011B00001IwGMrQAN
7917,2009-12-31,0011B00001IwGN4QAN
7918,2012-12-31,0011B00001IwGN8QAN
7919,2018-07-31,0011B00001IwGN9QAN
7921,2008-08-31,0011B00001IwGNDQA3
7923,2012-12-31,0011B00001IwGNJQA3
7924,2013-04-01,0011B00001IwGNKQA3
7925,2009-06-30,0011B00001IwGNLQA3
7926,2007-12-31,0011B00001IwGNMQA3
7928,2009-11-30,0011B00001IwGNRQA3
7940,2011-11-30,0011B00001IwGOgQAN
7945,2014-05-31,0011B00001IwGOnQAN
7946,2017-05-31,0011B00001IwGOrQAN
7947,2017-06-30,0011B00001IwGOxQAN
7948,2011-12-31,0011B00001IwGOyQAN
7950,2018-07-31,0011B00001IwGP3QAN
7951,2014-04-30,0011B00001IwGP4QAN
7952,2014-06-30,0011B00001IwGP5QAN
7953,2013-12-31,0011B00001IwGP6QAN
7955,2012-11-01,0011B00001IwGPAQA3
7956,2013-07-31,0011B00001IwGPDQA3
7959,2014-10-31,0011B00001IwGPHQA3
7961,2012-05-31,0011B00001IwGPMQA3
7962,2017-07-31,0011B00001IwGPNQA3
7963,2014-05-31,0011B00001IwGPPQA3
7964,2010-12-01,0011B00001IwGPTQA3
7966,2017-05-31,0011B00001IwGPXQA3
7967,2018-03-31,0011B00001IwGPhQAN
7968,2017-04-30,0011B00001IwGPpQAN
7970,2016-10-31,0011B00001IwGPuQAN
7972,2017-09-30,0011B00001IwGPxQAN
7973,2018-02-28,0011B00001IwGPyQAN
7975,2012-08-31,0011B00001IwGQ1QAN
7976,2013-03-31,0011B00001IwGQ3QAN
7979,2013-04-30,0011B00001IwGQ6QAN
7981,2014-12-31,0011B00001IwGQDQA3
7982,2014-12-24,0011B00001IwGQEQA3
7983,2013-09-30,0011B00001IwGQHQA3
7984,2013-06-30,0011B00001IwGQIQA3
7985,2012-05-31,0011B00001IwGQKQA3
7986,2010-10-01,0011B00001IwGQNQA3
7987,2016-01-01,0011B00001IwGQOQA3
7989,2017-12-31,0011B00001IwGQQQA3
7991,2017-03-31,0011B00001IwGQUQA3
7992,2018-02-28,0011B00001IwGQWQA3
7997,2015-02-28,0011B00001IwGQfQAN
7998,2014-10-27,0011B00001IwGQhQAN
8002,2017-12-31,0011B00001IwGQsQAN
8004,2016-01-31,0011B00001IwGR4QAN
8005,2010-11-30,0011B00001IwGR7QAN
8006,2016-10-31,0011B00001IwGRAQA3
8007,2012-07-01,0011B00001IwGRGQA3
8013,2018-07-31,0011B00001IwGV2QAN
8015,2018-07-31,0011B00001IwGV9QAN
8017,2016-02-29,0011B00001IwGVKQA3
8018,2018-04-30,0011B00001IwGVLQA3
8020,2017-03-31,0011B00001IwGVVQA3
8022,2015-07-31,0011B00001IwGVaQAN
8025,2018-04-30,0011B00001IwGVqQAN
8027,2013-05-01,0011B00001IwGVwQAN
8029,2018-03-31,0011B00001IwGWJQA3
8030,2018-06-30,0011B00001IwGWUQA3
8032,2011-06-30,0011B00001IwGWdQAN
8033,2013-08-01,0011B00001IwGWeQAN
8035,2018-06-30,0011B00001IwGWnQAN
8036,2018-03-31,0011B00001IwGWrQAN
8041,2010-12-31,0011B00001IwGX3QAN
8042,2017-11-30,0011B00001IwGX5QAN
8044,2018-04-30,0011B00001IwGX7QAN
8046,2011-01-01,0011B00001IwGXSQA3
8050,2011-02-28,0011B00001IwGXgQAN
8051,2018-07-31,0011B00001IwGXkQAN
8056,2014-07-31,0011B00001IwGXvQAN
8057,2013-07-31,0011B00001IwGXxQAN
8059,2009-04-30,0011B00001IwGXzQAN
8063,2017-03-31,0011B00001IwGY3QAN
8064,2010-07-01,0011B00001IwGY7QAN
8067,2017-03-31,0011B00001IwGYBQA3
8068,2011-04-01,0011B00001IwGYEQA3
8069,2009-09-30,0011B00001IwGYGQA3
8070,2008-09-30,0011B00001IwGYIQA3
8071,2012-04-30,0011B00001IwGYJQA3
8073,2012-04-30,0011B00001IwGYQQA3
8075,2011-04-30,0011B00001IwGYTQA3
8078,2014-04-30,0011B00001IwGYdQAN
8079,2008-01-31,0011B00001IwGYhQAN
8080,2010-01-31,0011B00001IwGYiQAN
8081,2011-01-31,0011B00001IwGYjQAN
8084,2014-01-31,0011B00001IwGYnQAN
8086,2016-08-31,0011B00001IwGYpQAN
8087,2009-08-31,0011B00001IwGYqQAN
8088,2009-08-31,0011B00001IwGYrQAN
8089,2010-08-31,0011B00001IwGYvQAN
8091,2010-08-31,0011B00001IwGYzQAN
8092,2007-08-31,0011B00001IwGZ1QAN
8093,2013-08-31,0011B00001IwGZ3QAN
8095,2011-08-31,0011B00001IwGZ7QAN
8096,2007-12-31,0011B00001IwGZ8QAN
8098,2010-04-30,0011B00001IwGZCQA3
8099,2012-05-01,0011B00001IwGZDQA3
8101,2016-12-31,0011B00001IwGZHQA3
8102,2017-04-30,0011B00001IwGZIQA3
8103,2018-04-30,0011B00001IwGZKQA3
8106,2011-04-30,0011B00001IwGZOQA3
8108,2012-04-30,0011B00001IwGZYQA3
8109,2012-05-31,0011B00001IwGZZQA3
8110,2010-07-31,0011B00001IwGZaQAN
8113,2013-03-01,0011B00001IwGZiQAN
8114,2014-01-31,0011B00001IwGZpQAN
8115,2016-05-31,0011B00001IwGZqQAN
8116,2014-01-31,0011B00001IwGZsQAN
8117,2018-01-31,0011B00001IwGZuQAN
8118,2013-09-30,0011B00001IwGZvQAN
8119,2017-02-28,0011B00001IwGZwQAN
8120,2013-01-31,0011B00001IwGZyQAN
8122,2013-08-31,0011B00001IwGa1QAF
8124,2007-08-31,0011B00001IwGa5QAF
8125,2007-08-31,0011B00001IwGa6QAF
8126,2011-11-01,0011B00001IwGa8QAF
8127,2009-08-31,0011B00001IwGa9QAF
8131,2018-04-30,0011B00001IwGaHQAV
8133,2011-05-31,0011B00001IwGaMQAV
8134,2010-04-30,0011B00001IwGaNQAV
8135,2008-04-30,0011B00001IwGaOQAV
8136,2010-04-30,0011B00001IwGaPQAV
8137,2016-04-30,0011B00001IwGaSQAV
8138,2016-02-29,0011B00001IwGaTQAV
8139,2010-04-30,0011B00001IwGaUQAV
8140,2017-04-30,0011B00001IwGaVQAV
8144,2009-05-31,0011B00001IwGadQAF
8145,2010-06-30,0011B00001IwGaeQAF
8146,2018-01-31,0011B00001IwGagQAF
8147,2015-05-31,0011B00001IwGasQAF
8148,2012-07-01,0011B00001IwGb1QAF
8149,2012-01-31,0011B00001IwGb2QAF
8150,2018-01-31,0011B00001IwGb3QAF
8153,2016-06-30,0011B00001IwGbGQAV
8154,2014-12-01,0011B00001IwGbJQAV
8157,2016-06-30,0011B00001IwGbzQAF
8159,2017-02-28,0011B00001IwGcOQAV
8160,2013-09-04,0011B00001IwGcQQAV
8162,2017-01-31,0011B00001IwGcgQAF
8165,2017-06-30,0011B00001IwGdHQAV
8166,2014-06-30,0011B00001IwGdLQAV
8168,2013-09-27,0011B00001IwGdRQAV
8170,2016-11-30,0011B00001IwGdlQAF
8173,2018-05-31,0011B00001IwGeCQAV
8177,2012-07-31,0011B00001IwGuSQAV
8178,2017-04-30,0011B00001IwGuTQAV
8183,2018-03-31,0011B00001IwGusQAF
8186,2016-04-30,0011B00001IwGvAQAV
8193,2013-12-31,0011B00001IwGw2QAF
8201,2017-09-30,0011B00001IwGwVQAV
8203,2014-06-30,0011B00001IwGwaQAF
8204,2012-04-01,0011B00001IwGweQAF
8209,2015-06-30,0011B00001IwGwuQAF
8210,2016-01-01,0011B00001IwGwwQAF
8211,2014-10-31,0011B00001IwGwxQAF
8212,2018-02-28,0011B00001IwGx3QAF
8214,2014-11-01,0011B00001IwGx9QAF
8216,2018-07-31,0011B00001IwGxQQAV
8217,2012-05-31,0011B00001IwGxYQAV
8218,2017-08-31,0011B00001IwGxcQAF
8219,2016-03-01,0011B00001IwGxdQAF
8220,2014-12-31,0011B00001IwGxhQAF
8222,2013-12-06,0011B00001IwGxwQAF
8224,2013-07-01,0011B00001IwGz3QAF
8225,2015-06-30,0011B00001IwH48QAF
8227,2011-08-01,0011B00001IwH4FQAV
8229,2016-05-31,0011B00001IwH4SQAV
8231,2018-05-31,0011B00001IwH6EQAV
8235,2014-02-28,0011B00001IwH7NQAV
8236,2018-02-28,0011B00001IwH7PQAV
8237,2014-02-28,0011B00001IwH7QQAV
8238,2015-02-28,0011B00001IwH7RQAV
8240,2011-09-30,0011B00001IwH7aQAF
8244,2008-09-30,0011B00001IwH7fQAF
8245,2009-09-30,0011B00001IwH7gQAF
8246,2014-09-30,0011B00001IwH7hQAF
8247,2017-09-30,0011B00001IwH7iQAF
8248,2017-03-31,0011B00001IwH7jQAF
8250,2013-12-31,0011B00001IwH7lQAF
8252,2017-12-31,0011B00001IwH7oQAF
8253,2008-05-31,0011B00001IwH7pQAF
8255,2011-05-31,0011B00001IwH7rQAF
8256,2013-05-31,0011B00001IwH7uQAF
8258,2008-05-31,0011B00001IwH7xQAF
8259,2012-05-31,0011B00001IwH7zQAF
8260,2009-05-31,0011B00001IwH81QAF
8261,2013-05-01,0011B00001IwH84QAF
8262,2014-05-31,0011B00001IwH86QAF
8263,2012-05-31,0011B00001IwH87QAF
8264,2012-06-30,0011B00001IwH89QAF
8267,2012-06-30,0011B00001IwH8DQAV
8268,2018-05-31,0011B00001IwH8GQAV
8269,2011-06-30,0011B00001IwH8IQAV
8270,2017-05-31,0011B00001IwH8JQAV
8271,2017-06-30,0011B00001IwH8KQAV
8272,2011-12-31,0011B00001IwH8VQAV
8275,2009-02-28,0011B00001IwH8bQAF
8277,2013-12-31,0011B00001IwH8dQAF
8278,2010-02-28,0011B00001IwH8hQAF
8280,2013-03-31,0011B00001IwH8lQAF
8281,2008-09-30,0011B00001IwH8nQAF
8285,2015-04-30,0011B00001IwH8tQAF
8286,2007-10-31,0011B00001IwH8uQAF
8287,2013-05-31,0011B00001IwH8vQAF
8288,2013-05-01,0011B00001IwH8wQAF
8289,2011-05-31,0011B00001IwH8xQAF
8290,2009-05-31,0011B00001IwH8yQAF
8291,2016-05-31,0011B00001IwH8zQAF
8294,2010-05-31,0011B00001IwH93QAF
8295,2016-05-31,0011B00001IwH94QAF
8296,2016-05-31,0011B00001IwH95QAF
8298,2010-05-31,0011B00001IwH98QAF
8299,2011-06-30,0011B00001IwH99QAF
8300,2012-07-31,0011B00001IwH9BQAV
8301,2016-12-31,0011B00001IwH9CQAV
8302,2014-06-30,0011B00001IwH9EQAV
8303,2013-07-31,0011B00001IwH9HQAV
8306,2010-06-30,0011B00001IwH9KQAV
8307,2013-07-31,0011B00001IwH9LQAV
8309,2009-06-30,0011B00001IwH9NQAV
8311,2017-03-31,0011B00001IwH9WQAV
8312,2012-10-31,0011B00001IwH9XQAV
8313,2011-03-31,0011B00001IwH9YQAV
8315,2012-03-31,0011B00001IwH9bQAF
8319,2016-10-31,0011B00001IwH9iQAF
8323,2009-10-31,0011B00001IwH9oQAF
8325,2016-10-31,0011B00001IwH9rQAF
8327,2018-03-31,0011B00001IwH9uQAF
8328,2010-10-31,0011B00001IwH9vQAF
8329,2011-06-30,0011B00001IwH9wQAF
8330,2008-06-30,0011B00001IwH9xQAF
8331,2016-06-30,0011B00001IwH9zQAF
8332,2017-06-30,0011B00001IwHA0QAN
8334,2010-06-30,0011B00001IwHA3QAN
8335,2018-06-30,0011B00001IwHA5QAN
8337,2011-07-31,0011B00001IwHA9QAN
8339,2010-09-30,0011B00001IwHABQA3
8340,2013-08-31,0011B00001IwHACQA3
8341,2018-07-31,0011B00001IwHADQA3
8345,2012-07-31,0011B00001IwHAIQA3
8346,2011-05-31,0011B00001IwHAJQA3
8347,2014-07-31,0011B00001IwHALQA3
8348,2017-06-30,0011B00001IwHAPQA3
8349,2009-11-30,0011B00001IwHATQA3
8350,2007-03-31,0011B00001IwHAVQA3
8351,2012-12-31,0011B00001IwHAWQA3
8354,2012-01-01,0011B00001IwHJCQA3
8360,2014-04-30,0011B00001IwHSjQAN
8361,2013-11-15,0011B00001IwHU7QAN
8362,2012-12-01,0011B00001IwHWhQAN
8366,2015-01-31,0011B00001IwHXDQA3
8368,2017-05-31,0011B00001IwHXNQA3
8370,2018-04-30,0011B00001IwHXfQAN
8374,2017-05-31,0011B00001IwHY1QAN
8375,2018-06-30,0011B00001IwHY8QAN
8380,2010-11-30,0011B00001IwHYcQAN
8382,2012-11-30,0011B00001IwHYfQAN
8383,2009-01-31,0011B00001IwHYjQAN
8385,2017-01-31,0011B00001IwHYmQAN
8386,2015-08-31,0011B00001IwHYqQAN
8391,2013-01-01,0011B00001IwHZ2QAN
8392,2015-04-30,0011B00001IwHZ3QAN
8394,2011-07-31,0011B00001IwHZ9QAN
8395,2010-07-31,0011B00001IwHZAQA3
8396,2008-03-31,0011B00001IwHZDQA3
8397,2013-08-31,0011B00001IwHZFQA3
8399,2015-11-30,0011B00001IwHZPQA3
8402,2008-11-30,0011B00001IwHZUQA3
8403,2014-06-30,0011B00001IwHZiQAN
8406,2011-05-31,0011B00001IwHZrQAN
8407,2011-12-01,0011B00001IwHZsQAN
8408,2012-05-31,0011B00001IwHZuQAN
8409,2008-05-31,0011B00001IwHZvQAN
8410,2008-05-31,0011B00001IwHZxQAN
8412,2007-12-31,0011B00001IwHa1QAF
8413,2011-12-31,0011B00001IwHa2QAF
8417,2011-01-31,0011B00001IwHa9QAF
8420,2012-11-01,0011B00001IwHaDQAV
8421,2011-03-01,0011B00001IwHaGQAV
8422,2014-08-01,0011B00001IwHaLQAV
8423,2018-02-28,0011B00001IwHgqQAF
8425,2008-05-31,0011B00001IwHhSQAV
8428,2017-11-30,0011B00001IwHiYQAV
8432,2016-01-01,0011B00001IwHkTQAV
8435,2010-04-30,0011B00001IwHnJQAV
8436,2011-03-01,0011B00001IwHnLQAV
8437,2011-04-30,0011B00001IwHnMQAV
8438,2017-04-30,0011B00001IwHnNQAV
8440,2016-04-30,0011B00001IwHnQQAV
8442,2011-12-01,0011B00001IwHnSQAV
8443,2010-11-30,0011B00001IwHnTQAV
8444,2013-11-30,0011B00001IwHnVQAV
8446,2016-06-30,0011B00001IwHnXQAV
8447,2011-06-30,0011B00001IwHnaQAF
8448,2010-06-30,0011B00001IwHnbQAF
8449,2016-06-30,0011B00001IwHndQAF
8450,2010-06-30,0011B00001IwHneQAF
8451,2018-06-30,0011B00001IwHnfQAF
8452,2012-07-31,0011B00001IwHngQAF
8453,2013-07-31,0011B00001IwHnhQAF
8455,2011-08-31,0011B00001IwHnrQAF
8458,2013-11-01,0011B00001IwHnuQAF
8460,2018-07-31,0011B00001IwHnzQAF
8461,2018-07-31,0011B00001IwHo0QAF
8462,2007-07-31,0011B00001IwHo3QAF
8463,2017-07-31,0011B00001IwHo5QAF
8464,2017-12-31,0011B00001IwHo7QAF
8465,2008-12-31,0011B00001IwHo9QAF
8466,2011-07-31,0011B00001IwHoBQAV
8467,2008-07-31,0011B00001IwHoEQAV
8468,2018-04-30,0011B00001IwHoFQAV
8472,2018-07-31,0011B00001IwHoJQAV
8473,2011-04-30,0011B00001IwHoMQAV
8474,2009-05-31,0011B00001IwHoOQAV
8477,2015-07-01,0011B00001IwHoSQAV
8478,2011-03-01,0011B00001IwHoTQAV
8481,2009-11-30,0011B00001IwHoYQAV
8482,2008-12-31,0011B00001IwHoZQAV
8483,2012-07-31,0011B00001IwHoaQAF
8484,2011-07-01,0011B00001IwHocQAF
8485,2009-07-31,0011B00001IwHoeQAF
8486,2016-07-31,0011B00001IwHofQAF
8487,2016-10-31,0011B00001IwHogQAF
8489,2012-07-31,0011B00001IwHoiQAF
8491,2013-07-31,0011B00001IwHolQAF
8492,2009-05-31,0011B00001IwHoqQAF
8493,2014-07-31,0011B00001IwHorQAF
8494,2013-08-31,0011B00001IwHosQAF
8495,2013-09-30,0011B00001IwHouQAF
8496,2014-08-31,0011B00001IwHovQAF
8497,2013-05-31,0011B00001IwHowQAF
8501,2011-07-31,0011B00001IwHp2QAF
8502,2006-12-31,0011B00001IwHp3QAF
8503,2012-08-31,0011B00001IwHp6QAF
8504,2012-05-31,0011B00001IwHp7QAF
8505,2009-05-31,0011B00001IwHp8QAF
8507,2016-05-31,0011B00001IwHpBQAV
8508,2015-05-31,0011B00001IwHpCQAV
8509,2007-05-31,0011B00001IwHpEQAV
8510,2012-04-30,0011B00001IwHpGQAV
8511,2011-03-01,0011B00001IwHpHQAV
8512,2009-05-31,0011B00001IwHpIQAV
8514,2013-05-01,0011B00001IwHpLQAV
8515,2014-06-30,0011B00001IwHpPQAV
8517,2016-05-31,0011B00001IwHpWQAV
8518,2010-07-31,0011B00001IwHpYQAV
8519,2014-07-31,0011B00001IwHpaQAF
8520,2009-07-31,0011B00001IwHpbQAF
8522,2016-12-31,0011B00001IwHpdQAF
8524,2012-09-30,0011B00001IwHphQAF
8525,2011-08-31,0011B00001IwHpiQAF
8526,2013-05-01,0011B00001IwHpmQAF
8527,2014-08-31,0011B00001IwHppQAF
8528,2015-08-31,0011B00001IwHpqQAF
8531,2012-10-31,0011B00001IwHpvQAF
8536,2011-08-31,0011B00001IwHq6QAF
8537,2014-08-31,0011B00001IwHqCQAV
8540,2009-08-31,0011B00001IwHqGQAV
8541,2011-06-30,0011B00001IwHqLQAV
8543,2013-06-30,0011B00001IwHqNQAV
8545,2008-11-30,0011B00001IwHqRQAV
8546,2015-11-30,0011B00001IwHqSQAV
8548,2018-04-30,0011B00001IwI0GQAV
8549,2015-02-01,0011B00001IwI1VQAV
8551,2015-01-30,0011B00001IwI1kQAF
8554,2018-07-31,0011B00001IwI2ZQAV
8555,2017-03-31,0011B00001IwI2qQAF
8556,2012-06-30,0011B00001IwIEWQA3
8557,2014-03-31,0011B00001IwIEiQAN
8559,2017-07-31,0011B00001IwIIiQAN
8560,2017-11-30,0011B00001IwIMkQAN
8561,2012-10-31,0011B00001IwIMmQAN
8562,2013-09-01,0011B00001IwIMnQAN
8563,2014-02-28,0011B00001IwIMoQAN
8564,2016-06-30,0011B00001IwIMpQAN
8565,2018-07-31,0011B00001IwIMqQAN
8566,2016-01-01,0011B00001IwIMrQAN
8569,2016-10-31,0011B00001IwIN3QAN
8570,2017-03-31,0011B00001IwIN8QAN
8572,2018-03-31,0011B00001IwINCQA3
8573,2018-03-31,0011B00001IwINDQA3
8578,2018-05-31,0011B00001IwINPQA3
8579,2014-07-16,0011B00001IwINQQA3
8581,2015-07-31,0011B00001IwINbQAN
8583,2014-12-27,0011B00001IwINkQAN
8588,2016-12-31,0011B00001IwIOBQA3
8591,2015-09-30,0011B00001IwIOMQA3
8593,2016-02-29,0011B00001IwIOPQA3
8594,2015-03-19,0011B00001IwIOQQA3
8595,2016-08-31,0011B00001IwIOSQA3
8596,2015-02-14,0011B00001IwIOVQA3
8600,2015-03-05,0011B00001IwIOeQAN
8603,2015-03-01,0011B00001IwIOnQAN
8607,2018-02-28,0011B00001IwIOyQAN
8609,2018-07-31,0011B00001IwIP2QAN
8612,2015-03-18,0011B00001IwIPXQA3
8614,2018-02-28,0011B00001IwIPgQAN
8621,2007-12-31,0011B00001IwITJQA3
8622,2007-12-31,0011B00001IwITKQA3
8623,2015-04-30,0011B00001IwITLQA3
8625,2011-08-31,0011B00001IwITOQA3
8626,2016-12-31,0011B00001IwITPQA3
8628,2018-06-30,0011B00001IwITVQA3
8631,2012-08-31,0011B00001IwITaQAN
8632,2014-12-31,0011B00001IwITbQAN
8633,2011-08-31,0011B00001IwITcQAN
8637,2010-08-31,0011B00001IwITjQAN
8641,2009-09-30,0011B00001IwITtQAN
8643,2012-09-30,0011B00001IwITxQAN
8645,2011-10-31,0011B00001IwITzQAN
8646,2012-09-30,0011B00001IwIU2QAN
8648,2017-03-31,0011B00001IwIUXQA3
8656,2018-02-28,0011B00001IwIVRQA3
8660,2017-03-31,0011B00001IwIVYQA3
8664,2012-04-01,0011B00001IwIVgQAN
8665,2015-04-01,0011B00001IwIVhQAN
8666,2016-05-31,0011B00001IwIVsQAN
8669,2015-04-01,0011B00001IwIWJQA3
8671,2018-05-31,0011B00001IwIgPQAV
8672,2014-06-01,0011B00001IwIhyQAF
8676,2018-06-30,0011B00001IwItXQAV
8677,2017-02-28,0011B00001IwIu2QAF
8678,2011-06-30,0011B00001IwIu5QAF
8680,2013-12-27,0011B00001IwIxmQAF
8681,2015-04-01,0011B00001IwIxzQAF
8682,2013-11-07,0011B00001IwIyKQAV
8683,2014-11-01,0011B00001IwIyUQAV
8685,2018-03-31,0011B00001IwJ4WQAV
8688,2017-12-31,0011B00001IwJ5HQAV
8689,2018-01-31,0011B00001IwJ5MQAV
8690,2018-03-31,0011B00001IwJ5PQAV
