ID,CREATEDDATE,CASE__C,RESOLUTION__C,OVERALL_GENERAL_COMMENTS__C,CUSTOMER_EFFORT__C,ACCOUNTID
a0k1B00000Gs6GdQAJ,2018-01-10 13:17:30.000,5001B000013okmzQAA,5,,,0013000000vu4cAAAQ
a0k1B00000Gs6GYQAZ,2018-01-10 12:59:25.000,5001B000013okrkQAA,6,Brilliant service as per usual. thank you.,,0011300001uiIdVAAU
a0k1B00000Gs6G4QAJ,2018-01-10 11:13:08.000,5001B000013o4ZyQAI,6,,,0011300001a85cFAAQ
a0k1B00000Gs6FzQAJ,2018-01-10 10:58:02.000,5001B000013ofbjQAA,5,"The incident was that we stopped receiving patches right after our yearly subscription expired, despite having been renewed in due time. The resolution was quick. but this shouldn't have happened at all, and it happens every single year at the same date, upon renewal.",,0013000000eb0hVAAQ
a0k1B00000Gs6FuQAJ,2018-01-10 10:35:23.000,5001B000013m69aQAA,5,,,001a000001Y5nLrAAJ
a0k1B00000Gs6FfQAJ,2018-01-10 07:44:53.000,5001B000013lgp1QAA,5,Please notice that this case proved that it is possible to run installer on not supported OS (there was some critical patches missing) and this will lead to error during installation which looks like application error (not OS issue).,,0013000000dqOSFAA2
a0k1B00000Gs6FaQAJ,2018-01-09 22:34:45.000,5001B000013okJ4QAI,6,,,001a000001NIIjEAAX
a0k1B00000Gs6FVQAZ,2018-01-09 22:21:09.000,5001B000013okCmQAI,6,,,001a000001NIIjEAAX
a0k1B00000Gs6FQQAZ,2018-01-09 21:54:40.000,5001B000013ok6ZQAQ,6,,,0011300001rqPDJAA2
a0k1B00000Gs6FLQAZ,2018-01-09 21:19:39.000,5001B000013ok23QAA,6,,,0013000000dqNYPAA2
a0k1B00000Gs6FGQAZ,2018-01-09 20:55:35.000,5001B000013ojyfQAA,6,communication was straightforward and easily answered my questions as well as prompting for useful additional links,,001a000001NIMhAAAX
a0k1B00000Gs6FBQAZ,2018-01-09 20:33:17.000,5001B000013nzjOQAQ,6,,,001a000001NIGWnAAP
a0k1B00000Gs6F6QAJ,2018-01-09 20:02:35.000,5001B000013o1lwQAA,6,,,001a000001NIH0lAAH
a0k1B00000Gs6F1QAJ,2018-01-09 19:45:25.000,5001B000013ojC3QAI,6,,,001a000001DI3dVAAT
a0k1B00000Gs6EwQAJ,2018-01-09 19:06:44.000,5001B000013ojO9QAI,6,,,0011300001uiNemAAE
a0k1B00000Gs6ErQAJ,2018-01-09 19:06:33.000,5001B000013oj7FQAQ,6,,,0011300001rJcjCAAS
a0k1B00000Gs6EmQAJ,2018-01-09 18:44:45.000,5001B000013oSrJQAU,6,,,0011B00001IwFgLQAV
a0k1B00000Gs6EcQAJ,2018-01-09 17:39:51.000,5001B000013oj0YQAQ,6,,,001a000001BSq0EAAT
a0k1B00000Gs6EXQAZ,2018-01-09 16:44:47.000,5001B000013oT6TQAU,6,David is an outstanding support tech! His knowledge and method of explaining details makes the experience painless and easy to understand.,,0011300001uiQOmAAM
a0k1B00000Gs6ESQAZ,2018-01-09 16:42:36.000,5001B000013oJm3QAE,6,Greg needs a raise,,0011300001uiK0GAAU
a0k1B00000Gs6ENQAZ,2018-01-09 16:34:28.000,5001B000013oiliQAA,6,,,0013000000dqNFUAA2
a0k1B00000Gs6EIQAZ,2018-01-09 16:22:57.000,5001B000013oih2QAA,6,,,0011B00001IwFqeQAF
a0k1B00000Gs6EDQAZ,2018-01-09 16:06:57.000,5001B000013o6qdQAA,5,"Good job! Thank you,",,001a000001Z4LhMAAV
a0k1B00000Gs6DjQAJ,2018-01-09 13:05:40.000,5001B000013ognzQAA,6,,,0011B00001IwL9FQAV
a0k1B00000Gs6A4QAJ,2018-01-09 11:56:48.000,5001B000013oFkpQAE,6,Good response & support,,0011300001l4NxJAAU
a0k1B00000Gs69zQAB,2018-01-09 11:09:51.000,5001B000013ofOkQAI,6,Support case would not have been necessary if only You would keep documentation updated.....,,0011B00001IwBF3QAN
a0k1B00000Gs69uQAB,2018-01-09 10:46:49.000,5001B000013nwsIQAQ,5,,,0011300001uiFLKAA2
a0k1B00000Gs69pQAB,2018-01-09 09:50:00.000,5001B000013off7QAA,6,,,0011300001uiIIlAAM
a0k1B00000Gs69kQAB,2018-01-09 08:45:23.000,5001B000013nzSwQAI,6,Martin Nabbs is an asset to your organisation!  Brilliant Service,,0011300001uiGchAAE
a0k1B00000Gs69fQAB,2018-01-09 08:39:39.000,5001B000013obUxQAI,6,,,0011B00001IwEgAQAV
a0k1B00000Gs69aQAB,2018-01-09 08:38:57.000,5001B000013oT4vQAE,6,,,0011B00001IwEGxQAN
a0k1B00000Gs69WQAR,2018-01-09 08:32:39.000,5001B000013oStgQAE,6,,,0011B00001IwEH9QAN
a0k1B00000Gs69VQAR,2018-01-09 08:25:59.000,5001B000013oUqkQAE,6,,,0011B00001IwFnAQAV
a0k1B00000Gs69QQAR,2018-01-09 08:20:34.000,5001B000013ohw6QAA,6,,,0013000000eatzWAAQ
a0k1B00000Gs69GQAR,2018-01-09 07:42:18.000,5001B000013oUC4QAM,6,,,0011B00001IwGNFQA3
a0k1B00000Gs69BQAR,2018-01-09 01:30:49.000,5001B000013oF86QAE,6,,,0011300001sW0scAAC
a0k1B00000Gs696QAB,2018-01-08 23:54:02.000,5001B000013ofXcQAI,6,,,0011300001rqPDJAA2
a0k1B00000Gs691QAB,2018-01-08 22:20:13.000,5001B000013og6NQAQ,6,,,0011300001uiNINAA2
a0k1B00000Gs68wQAB,2018-01-08 22:03:26.000,5001B000013oGGCQA2,6,,,0013000000eamgiAAA
a0k1B00000Gs68rQAB,2018-01-08 21:10:26.000,5001B000013oENbQAM,6,,,0011300001l4AlxAAE
a0k1B00000Gs68mQAB,2018-01-08 20:15:57.000,5001B000013ofWoQAI,6,,,0011300001uiNoPAAU
a0k1B00000Gs68hQAB,2018-01-08 20:10:08.000,5001B000013ogenQAA,6,,,0011300001ibc0BAAQ
a0k1B00000Gs68cQAB,2018-01-08 20:03:05.000,5001B000013ogikQAA,5,,,001a000001NISP3AAP
a0k1B00000Gs68XQAR,2018-01-08 19:03:13.000,5001B000013ofrSQAQ,6,,,0011300001uiJjbAAE
a0k1B00000Gs68NQAR,2018-01-08 17:53:42.000,5001B000013nkjDQAQ,2,,,0013000000dqNrWAAU
a0k1B00000Gs68IQAR,2018-01-08 16:29:29.000,5001B000013oH4qQAE,6,"I had a lot of trouble with the reformatted Ivanti support, compared to the old Heat support:
1) I was redirected to the new site, but it wasn't clear if my old account transferred or not, and it took several tries to get an account created and logged in.
2) I had multiple instances where a page would not submit because of either a required field or some formatting protections, but I did not get an error explaining which field was bad or why. I just had to guess a bit or keep clicking on things until the button ungreyed or the form submitted.
3) This was exacerbated by layouts with huge type and lots of white space, where the submit button was far away from most of the data. Maybe there were error messages, and I just couldn't see them.

On the plus side, I did find it much more intuitive trying to identify the Heat product, version, and module that was having an issue. The old site didn't do that nearly as well, so that's a plus.",,0011300001uiMIfAAM
a0k1B00000Gs68DQAR,2018-01-08 16:10:16.000,5001B000013oDysQAE,6,,,0011300001l4ExuAAE
a0k1B00000Gs688QAB,2018-01-08 15:57:17.000,5001B000013oFE9QAM,6,,,0013000000dqOH7AAM
a0k1B00000Gs67yQAB,2018-01-08 14:55:57.000,5001B000013oS7AQAU,5,I'm quite dissatisfied with the question about Ivanti products. It shouldn't be in this survey.,,0011B00001IwEmlQAF
a0k1B00000Gs67tQAB,2018-01-08 14:52:39.000,5001B000013n5RnQAI,6,,,001a000001NIM2FAAX
a0k1B00000Gs67jQAB,2018-01-08 13:43:09.000,5001B000013ofKEQAY,4,"- Very bad phone line quality when I called in.
- Takes ages to listen to the phone options would be better to have a GoldMine number that by passes the first choices",,0011300001uiEfPAAU
a0k1B00000Gs67eQAB,2018-01-08 13:35:58.000,5001B000013oKZQQA2,5,,,001a000001QEyXfAAL
a0k1B00000Gs67ZQAR,2018-01-08 13:20:57.000,5001B000013oAR3QAM,5,Great support as always,,0011300001uiEk2AAE
a0k1B00000Gs67UQAR,2018-01-08 13:13:48.000,5001B000013nqpIQAQ,1,,,0011300001uiFwnAAE
a0k1B00000Gs67PQAR,2018-01-08 12:50:44.000,5001B000013ofCAQAY,6,,,001a000001CYsIuAAL
a0k1B00000Gs67FQAR,2018-01-08 11:50:12.000,5001B000013o58eQAA,6,,,001a000001NIKMkAAP
a0k1B00000Gs67AQAR,2018-01-08 11:49:11.000,5001B000013of6CQAQ,6,,,0011300001uiLvHAAU
a0k1B00000Gs675QAB,2018-01-08 11:31:03.000,5001B000013lm8sQAA,6,,,0013000000dqSj6AAE
a0k1B00000Gs66bQAB,2018-01-08 06:05:02.000,5001B000013nyxZQAQ,6,,,001a000001NIFsJAAX
a0k1B00000Gs65VQAR,2018-01-06 06:46:00.000,5001B000013o8CBQAY,5,,,0011300001uiF3EAAU
a0k1B00000Gs65QQAR,2018-01-05 23:40:39.000,5001B000013oMuMQAU,6,"Thanks again Ivanti for a great product, support, and service. I like the ability when creating the ticket for telephone callback.",,00130000014bE6BAAU
a0k1B00000Gs65LQAR,2018-01-05 21:52:45.000,5001B000013oCPxQAM,6,,,0011300001uiHx5AAE
a0k1B00000Gs65GQAR,2018-01-05 21:29:38.000,5001B000013oK8OQAU,5,,,0011300001hCliaAAC
a0k1B00000Gs65BQAR,2018-01-05 21:14:09.000,5001B000013oKUKQA2,6,,,0013000000krunhAAA
a0k1B00000Gs656QAB,2018-01-05 20:50:04.000,5001B000013oLxxQAE,6,,,0011300001rqPDJAA2
a0k1B00000Gs651QAB,2018-01-05 20:38:28.000,5001B000013oMZwQAM,6,"Great experience with your technician, and glad we resolved the problem quickly.  Was quite surprised at the phone system I had to go through to get to a technician though - had to wait for 6 options and then another 3 options to get to Goldmine tech, and almost missed it due to the number of items associated with each automated option.  Would suggest having a help phone number that goes directly to Goldmine options instead of having to listen through all of your other items.",,0011300001uiJgDAAU
a0k1B00000Gs64wQAB,2018-01-05 20:15:16.000,5001B000013oKUjQAM,6,,,001a000001U7KbAAAV
a0k1B00000Gs64rQAB,2018-01-05 20:14:35.000,5001B000013oKUeQAM,6,,,001a000001U7KbAAAV
a0k1B00000Gs64mQAB,2018-01-05 19:49:52.000,5001B000013nQmqQAE,3,New ticket system does not notify us that ticket is closed.   I have post 4 or 5 emails to the ticket and the analyst did not get notified.  can not see any of the notes in the ticket.,,0011300001uiK5kAAE
a0k1B00000Gs64hQAB,2018-01-05 19:26:33.000,5001B000013oMPNQA2,6,,,001a000001NIMBzAAP
a0k1B00000Gs64cQAB,2018-01-05 19:00:36.000,5001B000013oM7iQAE,6,,,0013000000eb8JkAAI
a0k1B00000Gs64XQAR,2018-01-05 18:59:31.000,5001B000013oMHdQAM,6,,,001a000001NIHGgAAP
a0k1B00000Gs64SQAR,2018-01-05 18:53:12.000,5001B000013oHetQAE,6,,,00130000011eFMhAAM
a0k1B00000Gs64NQAR,2018-01-05 18:35:56.000,5001B000013oKVDQA2,6,,,0011300001l4OHLAA2
a0k1B00000Gs64IQAR,2018-01-05 17:43:51.000,5001B000013oIm2QAE,6,,,0011300001uiLvHAAU
a0k1B00000Gs64DQAR,2018-01-05 17:35:51.000,5001B000013oM4AQAU,6,,,001a000001NIIppAAH
a0k1B00000Gs648QAB,2018-01-05 17:31:29.000,5001B000013oLi1QAE,5,,,0011300001uiO7zAAE
a0k1B00000Gs643QAB,2018-01-05 17:12:13.000,5001B000013oM1pQAE,6,,,001a000001NIHKXAA5
a0k1B00000Gs63yQAB,2018-01-05 16:21:43.000,5001B000013oLBgQAM,3,,,0011300001uiK0uAAE
a0k1B00000Gs63tQAB,2018-01-05 16:06:40.000,5001B000013oJmDQAU,6,,,0013000000dqQAYAA2
a0k1B00000Gs63eQAB,2018-01-05 15:42:12.000,5001B000013oLgoQAE,6,The best bit was the quick call pickup and getting through to a technical support not a call logger! Refreshing,,0011300001jHeZUAA0
a0k1B00000Gs63ZQAR,2018-01-05 15:38:46.000,5001B000013oL9kQAE,3,"This was logged as a P2 Incident with you, as it was causing significant service issues.  There was no response from Ivanti until several hours after the issue seemed to have resolved itself.",,0011300001uiMaOAAU
a0k1B00000Gs63UQAR,2018-01-05 15:25:37.000,5001B000013oIu1QAE,6,Perfect as usual,,001a000001NIKAFAA5
a0k1B00000Gs63PQAR,2018-01-05 15:18:44.000,5001B000013oLVbQAM,6,,,0013000000eb8JkAAI
a0k1B00000Gs63KQAR,2018-01-05 15:18:22.000,5001B000013nzNrQAI,6,"This was the first support case I raised with Ivanti, and to be honest I feel like it took to long for initial contact from support. 

Once I had sent the logs as requested, I didn't get a response till boxing day, which is a bit pointless as its a public holiday in the UK.

Overall great service, but personally for me an initial phone call and screen share would of been better to understand the problem.",,0011300001l4F74AAE
a0k1B00000Gs63FQAR,2018-01-05 15:13:20.000,5001B000013oIthQAE,6,Paul was great and got my request handled within minutes of contacting me.  I was given feedback on previous survey as to calling someone when I am in this situation next time.,,0011300001uiO4LAAU
a0k1B00000Gs63AQAR,2018-01-05 15:02:57.000,5001B000013oLUsQAM,6,I was very surprised with how quick the phone answered and how fast the resolution took. Chris was very patient and professional.,,001a000001DFmtCAAT
a0k1B00000Gs635QAB,2018-01-05 14:54:14.000,5001B000013oLAOQA2,5,,,0011300001uiKBHAA2
a0k1B00000Gs630QAB,2018-01-05 14:44:25.000,5001B000013oLRoQAM,6,Bryan did a great job quickly fixing my issue. Kudos!,,0013000000eao1JAAQ
a0k1B00000Gs62vQAB,2018-01-05 14:20:21.000,5001B000013oKVrQAM,6,As always thank you Brian.,,001a000001NIIBeAAP
a0k1B00000Gs62qQAB,2018-01-05 14:07:14.000,5001B000013oJ4kQAE,6,Very good support team.  The team is proactive.  This is a team that I would recommend for support!,,0011300001q2nSYAAY
a0k1B00000Gs62lQAB,2018-01-05 14:03:39.000,5001B000013oKHLQA2,6,,,0011300001uiLlHAAU
a0k1B00000Gs62gQAB,2018-01-05 12:38:19.000,5001B000013oLFdQAM,6,,,0013000000dqQyBAAU
a0k1B00000Gs62bQAB,2018-01-05 12:28:15.000,5001B000013oL7UQAU,6,,,0011300001uiK8xAAE
a0k1B00000Gs62WQAR,2018-01-05 12:27:34.000,5001B000013oIn5QAE,6,,,0013000000eazxpAAA
a0k1B00000Gs61PQAR,2018-01-05 11:34:34.000,5001B000013oJ17QAE,6,,,0011300001l48aqAAA
a0k1B00000Gs61KQAR,2018-01-05 10:27:33.000,5001B000013oIycQAE,1,,,0011300001uiO1qAAE
a0k1B00000Gs61FQAR,2018-01-05 10:20:43.000,5001B000013oDvFQAU,6,,,001a000001Y5nLrAAJ
a0k1B00000Gs61AQAR,2018-01-05 09:17:42.000,5001B000013lWxLQAU,6,,,0013000000eappPAAQ
a0k1B00000Gs610QAB,2018-01-05 09:07:04.000,5001B000013oFohQAE,6,,,0011300001uiLTuAAM
a0k1B00000Gs60vQAB,2018-01-05 08:14:41.000,5001B000013oIkVQAU,3,,,0011300001uiNsUAAU
a0k1B00000Gs60WQAR,2018-01-05 00:47:28.000,5001B000013oJfgQAE,6,,,0013000000dqMzJAAU
a0k1B00000Gs60RQAR,2018-01-04 23:23:17.000,5001B000013lMsgQAE,6,,,0011300001q1jPqAAI
a0k1B00000Gs60MQAR,2018-01-04 23:11:54.000,5001B000013ndtKQAQ,6,Steele James is a great asset to ivanti,,001a000001LB2L3AAL
a0k1B00000Gs60HQAR,2018-01-04 22:10:49.000,5001B000013lbYaQAI,4,,,001a000001BT6AdAAL
a0k1B00000Gs60CQAR,2018-01-04 22:09:15.000,5001B000013oJbjQAE,6,,,0011300001uiQo1AAE
a0k1B00000Gs607QAB,2018-01-04 21:32:58.000,5001B000013oJXwQAM,6,,,001a000001NIGiSAAX
a0k1B00000Gs602QAB,2018-01-04 21:30:21.000,5001B000013oH4WQAU,6,Thumbs up!!!,,0011300001uiQo0AAE
a0k1B00000Gs5znQAB,2018-01-04 18:33:23.000,5001B000013njzxQAA,6,,,0011300001dV8jmAAC
a0k1B00000Gs5ziQAB,2018-01-04 18:20:58.000,5001B000013ne48QAA,4,I'm unable to close cases on the new Ivanti support portal. When I select close case and enter supporting text... it fails to close the case but produces an error that I need to enter text... which I already did. I have to reply to the tech to close the case.,,0011300001uiPpiAAE
a0k1B00000Gs5zdQAB,2018-01-04 16:50:43.000,5001B000013oJ5iQAE,4,"case # 1337953 was processed yesterday, I got an email saying it would remain unlocked till 7am the next day.  It was cancelled, locking the tenant. 
I submitted case # 1338021 - the times presented were GMT times, so I cancelled this as I chose a local time that was not desired. 
I submitted case# 1338066 - this was cancelled. 
At this point, I submitted incident 1338088 and requested a call back.  I did not get a call back, so I submitted 1338132 and made it a phone case, this allowed me to be on HOLD until someone picked up.  I spoke with a Ken or Kent, and he was nice, but informed me that he could not process request, but would get someone on it. 
within 45 min Paul had sent me an email that PROD was unlocked. 
I did not expect this, please let me know if I did something that was out of the norm here.",,0011300001uiO4LAAU
a0k1B00000Gs5zYQAR,2018-01-04 16:26:18.000,5001B000013oIwMQAU,6,,,0011300001uiQo2AAE
a0k1B00000Gs5zTQAR,2018-01-04 15:40:00.000,5001B000013oJM5QAM,6,Good work Troy,,001a000001NIHWRAA5
a0k1B00000Gs5zOQAR,2018-01-04 15:28:23.000,5001B000013oItrQAE,5,,,0013000000dqMV1AAM
a0k1B00000Gs5zEQAR,2018-01-04 13:51:59.000,5001B000013oHn0QAE,1,Abandoned the web site & phone call approach - Issue is resolved by contacting my ivanti sale rep.  In turn used my old bookmarks to access the original Avalanche web site.,,0013000000ebPmVAAU
a0k1B00000Gs5z9QAB,2018-01-04 13:36:24.000,5001B000013oGy4QAE,5,,,001a000001MBWx1AAH
a0k1B00000Gs5xUQAR,2018-01-04 11:06:07.000,5001B000013nzoCQAQ,5,We got calls to foolow cases and then on his own decision IVANTI is closing cases - Not a good way to do :-( !,,0013000000eappPAAQ
a0k1B00000Gs5xPQAR,2018-01-04 10:47:07.000,5001B000013oIhvQAE,6,Das handling dieses Incidents war *in jeder Hinsicht* absolut vorbildlich!!!,,0011300001uiEjEAAU
a0k1B00000Gs5xKQAR,2018-01-04 10:35:10.000,5001B000013o1bwQAA,6,,,001a000001IImQYAA1
a0k1B00000Gs5xAQAR,2018-01-03 23:22:28.000,5001B000013oFQfQAM,6,I got a call from a person who knew exactly what was wrong only 35 minutes after I submitted the case.,,001a000001NIIaLAAX
a0k1B00000Gs5x5QAB,2018-01-03 23:06:22.000,5001B000013oHAAQA2,6,,,0011300001uiEchAAE
a0k1B00000Gs5x0QAB,2018-01-03 22:37:00.000,5001B000013lgI2QAI,4,,,0011300001hCliaAAC
a0k1B00000Gs5wvQAB,2018-01-03 21:37:15.000,5001B000013o9OrQAI,6,,,0011300001uiOXmAAM
a0k1B00000Gs5wqQAB,2018-01-03 21:23:13.000,5001B000013oFGjQAM,6,,,0013000000dqNNlAAM
a0k1B00000Gs5wlQAB,2018-01-03 21:21:27.000,5001B000013oGtnQAE,6,,,0013000000eaj4CAAQ
a0k1B00000Gs5wgQAB,2018-01-03 21:14:57.000,5001B000013oB7JQAU,6,,,0011300001uiPknAAE
a0k1B00000Gs5wbQAB,2018-01-03 21:11:15.000,5001B000013oFVuQAM,5,Prompt contact.  I have a clear course of action and know support will be happy to help if my issue reoccurs.,,001a000001NIIXfAAP
a0k1B00000Gs5wWQAR,2018-01-03 20:59:51.000,5001B000013oGPiQAM,6,,,0011300001uiO98AAE
a0k1B00000Gs5wRQAR,2018-01-03 20:27:23.000,5001B000013oGx1QAE,3,"Go back to the Heat Support site. It was better organized and work much better than this new support site from ivanti. just a suggestion, if you're going to be selling a support software use this support software for your in-house support site/service.",,0011300001uiKfGAAU
a0k1B00000Gs5wMQAR,2018-01-03 19:05:49.000,5001B000013ndjoQAA,6,,,0011300001uiOXmAAM
a0k1B00000Gs5wHQAR,2018-01-03 19:05:32.000,5001B000013nsvmQAA,6,,,0011300001uiOXmAAM
a0k1B00000Gs5wCQAR,2018-01-03 17:49:39.000,5001B000013neOSQAY,6,,,0013000000uPZN3AAO
a0k1B00000Gs5w7QAB,2018-01-03 17:18:38.000,5001B000013oGS3QAM,6,Good job,,0011300001uiItQAAU
a0k1B00000Gs5w2QAB,2018-01-03 16:20:39.000,5001B000013oEvdQAE,6,,,0011300001bM7vQAAS
a0k1B00000Gs5vxQAB,2018-01-03 16:16:23.000,5001B000013oGHUQA2,6,,,0011300001uiOcFAAU
a0k1B00000Gs5vsQAB,2018-01-03 16:03:10.000,5001B000013oAC3QAM,6,"How to configure a new instance of Ivanti LDMS from start to finish (an actually running LDMS doing patching)  should be better documented and easily demonstrated and given to new customers. 

Ive had to beat my head the wall for weeks and piece together knowledge base articles to get an understanding on how this all works.",,0011300001rJcjCAAS
a0k1B00000Gs5vnQAB,2018-01-03 15:40:57.000,5001B000013lb7jQAA,6,,,0013000000fH0eRAAS
a0k1B00000Gs5viQAB,2018-01-03 14:28:56.000,5001B000013o0nmQAA,6,,,001a000001OLpnpAAD
a0k1B00000Gs5vdQAB,2018-01-03 13:55:41.000,5001B000013oFnPQAU,6,,,0011B00001xnWplQAE
a0k1B00000Gs5vYQAR,2018-01-03 13:20:36.000,5001B000013oDwIQAU,6,,,0011300001uiEg8AAE
a0k1B00000Gs5vTQAR,2018-01-03 12:14:49.000,5001B000013m7o0QAA,6,,,0013000000eap4XAAQ
a0k1B00000Gs5tlQAB,2018-01-03 09:34:50.000,5001B000013oEdKQAU,3,,,0011300001uiK0uAAE
a0k1B00000Gs5tgQAB,2018-01-03 08:33:16.000,5001B000013naCgQAI,2,,,0013000000dqMV1AAM
a0k1B00000Gs5sxQAB,2018-01-03 00:47:43.000,5001B000013oFSWQA2,6,,,0013000000eaj4CAAQ
a0k1B00000Gs5ssQAB,2018-01-02 23:35:34.000,5001B000013oFKWQA2,6,,,0011B00002188aEQAQ
a0k1B00000Gs5snQAB,2018-01-02 23:34:51.000,5001B000013oFKvQAM,6,,,0011B00002188aEQAQ
a0k1B00000Gs5siQAB,2018-01-02 23:16:41.000,5001B000013oFE9QAM,6,,,0013000000dqOH7AAM
a0k1B00000Gs5sdQAB,2018-01-02 22:30:11.000,5001B000013lSdwQAE,6,The team working the issue were very responsive and provided great troubleshooting which lead to the resolution.,,0011300001l4Q1GAAU
a0k1B00000Gs5sYQAR,2018-01-02 21:50:56.000,5001B000013oFHDQA2,6,,,00130000015NNnvAAG
a0k1B00000Gs5sTQAR,2018-01-02 20:51:25.000,5001B000013o5ujQAA,6,,,0011300001sBmrpAAC
a0k1B00000Gs5sPQAR,2018-01-02 20:51:08.000,5001B000013o3I3QAI,6,,,0011300001sBmrpAAC
a0k1B00000Gs5sOQAR,2018-01-02 20:50:54.000,5001B000013nfPvQAI,6,,,0011300001sBmrpAAC
a0k1B00000Gs5sJQAR,2018-01-02 20:48:43.000,5001B000013oEtNQAU,6,,,0011300001cMsiNAAS
a0k1B00000Gs5sEQAR,2018-01-02 20:24:15.000,5001B000013oCOVQA2,4,,,001a000001JhL7FAAV
a0k1B00000Gs5s9QAB,2018-01-02 19:53:06.000,5001B000013nvkwQAA,2,,,0011300001uiMF4AAM
a0k1B00000Gs5s4QAB,2018-01-02 19:50:25.000,5001B000013o9OSQAY,6,,,0011300001uiNdDAAU
a0k1B00000Gs5rzQAB,2018-01-02 19:33:50.000,5001B000013lLjQQAU,6,Ty is awesome.,,0013000000dqMnQAAU
a0k1B00000Gs5ruQAB,2018-01-02 18:55:01.000,5001B000013nZfSQAU,6,,,0011300001uiKi2AAE
a0k1B00000Gs5rpQAB,2018-01-02 16:58:12.000,5001B000013npQBQAY,6,,,0011300001uiLvHAAU
a0k1B00000Gs5rkQAB,2018-01-02 16:20:44.000,5001B000013o0MgQAI,6,,,0011B00001Ix0RZQAZ
a0k1B00000Gs5rfQAB,2018-01-02 15:54:04.000,5001B000013o6puQAA,6,,,0013000000dqNrhAAE
a0k1B00000Gs5raQAB,2018-01-02 15:12:42.000,5001B000013ndfNQAQ,6,,,0011300001uiFG4AAM
a0k1B00000Gs5rVQAR,2018-01-02 14:26:18.000,5001B000013oDxpQAE,6,,,001a000001NINqzAAH
a0k1B00000Gs5rQQAR,2018-01-02 14:07:00.000,5001B000013o0ABQAY,6,"Derek Illum was a huge help resolving our issue, very quick to respond and knowledgeable about the software. One point of constructive criticism would be on the licensing side. It took multiple revisions of licenses to get our airgap HEAT EMSS software licensed, to the point where the software actually expired before we received the correct licenses. Due to compliance requirements that our company is under (NERC CIP), if your application control had stopped working when the licenses expired we would have faced severe penalties. I 'm not sure what went on behind the scenes during the license generation process, but it might be beneficial to document what happened on your side to resolve this issue so that we don't run into the same issue next year. Overall, we're very happy with the support we have received with Ivanti though.Thanks and happy New Year!",,0011300001uiPXNAA2
a0k1B00000Gs5rLQAR,2018-01-02 13:32:27.000,5001B000013o6LVQAY,6,previously we were able to log a call with AppSense which according to our maintenance contract we should still be able to do. However with ivanti we had to go through logging the call through a portal first. this isn't productive for a P1 incident.,,0011300001l4ETfAAM
a0k1B00000Gs5r1QAB,2018-01-02 11:50:42.000,5001B000013nzHtQAI,2,"Die ursprüngliche Bearbeitung war in Case 00793665. Der wurde ebenfalls gelöst mit dem Status: Fix in Future das war im April 2015: P5664 - Dropdown values with an '&' symbol in the value do not display correctly when
 selected in Web Access.
Dieser Case ist im LanDesk Portal nicht mehr zu finden.
Die Nachverfolgung der Cases ist sehr schwierig und zeitaufwändig.
Ein weiteres Ticket was (bislang) nicht gelöst ist.",,0013000000ean88AAA
a0k1B00000Gs5qwQAB,2018-01-02 10:59:08.000,5001B000013oDvAQAU,6,,,0011300001uiHDhAAM
a0k1B00000Gs5qrQAB,2018-01-02 10:40:50.000,5001B000013nk2XQAQ,6,we're satisfied we got fast and accurate help on this case,,0011B00001IwnCYQAZ
a0k1B00000Gs5qmQAB,2018-01-02 09:16:47.000,5001B000013npGfQAI,6,,,001a000001GZP0FAAX
a0k1B00000Gs5qhQAB,2018-01-02 07:35:03.000,5001B000012OzvsQAC,6,,,0013000000fJHyeAAG
a0k1B00000Gs5qcQAB,2018-01-02 04:45:10.000,5001B000013o0PfQAI,6,,,0011300001uiOGkAAM
a0k1B00000Gs5qXQAR,2018-01-01 23:53:21.000,5001B000013m9ylQAA,5,keep up the good work.,,0011300001l48MkAAI
a0k1B00000Gs5q3QAB,2017-12-30 01:02:03.000,5001B000013oAGUQA2,4,,,0011300001uiOiLAAU
a0k1B00000Gs5pyQAB,2017-12-29 22:08:56.000,5001B000013oBYeQAM,6,,,0011300001uiOiLAAU
a0k1B00000Gs5ptQAB,2017-12-29 20:52:00.000,5001B000013oCVvQAM,6,,,0011300001uiNfeAAE
a0k1B00000Gs5poQAB,2017-12-29 20:19:25.000,5001B000013npQBQAY,6,,,0011300001uiLvHAAU
a0k1B00000Gs5pAQAR,2017-12-29 18:06:14.000,5001B000013oCgeQAE,6,,,001a000001NIZCZAA5
a0k1B00000Gs5p5QAB,2017-12-29 17:35:14.000,5001B000013oCIrQAM,6,,,0013000000eb4b4AAA
a0k1B00000Gs5p0QAB,2017-12-29 17:12:05.000,5001B000013nxhzQAA,1,Before move to Ivanti service the unlock procedure was automated.  This new way is causing prod changes to not be deployed,,0011300001uiNfeAAE
a0k1B00000Gs5ovQAB,2017-12-29 17:01:58.000,5001B000013njHWQAY,5,,,0013000000dqN1YAAU
a0k1B00000Gs5oqQAB,2017-12-29 15:15:28.000,5001B000013o7kgQAA,6,,,0011300001k9BY2AAM
a0k1B00000Gs5olQAB,2017-12-29 14:09:45.000,5001B000013o8iCQAQ,6,,,001a000001NIOYkAAP
a0k1B00000Gs5ogQAB,2017-12-29 14:01:13.000,5001B000013o8PFQAY,3,"This request took over nine hours to process, on a business day. Very dissatisfied with the service.",,0011300001uiL23AAE
